"ID del Proceso","Nombre del Procedimiento","Descripción del Procedimiento","Estado del Procedimiento","URLProceso","Entidad","Nit Entidad","Nombre de la Unidad de Contratación","Nombre del Proveedor Adjudicado","Modalidad de Contratacion","Justificación Modalidad de Contratación","Tipo de Contrato","Precio Base","Valor Total Adjudicacion","Duracion","Unidad de Duracion","Proveedores que Manifestaron Interes","Conteo de Respuestas a Ofertas","Fecha de Publicacion del Proceso","Fecha de Apertura Efectiva","Fecha Adjudicacion"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$125.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$5.200.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$2.200.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","POLYMEDICAL DE COLOMBIA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$5.200.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","LABORATORIOS GOTHAPLAST LTDA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$9.085.320","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ALFA TRADING SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$4.255.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","CEMINSUMOS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$24.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$160.474.012","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","POLYMEDICAL DE COLOMBIA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$21.225.100","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ABA CIENTIFICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$75.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ABA CIENTIFICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$27.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","Intercomercial Medica","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$4.255.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ABA CIENTIFICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$2.200.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","POLYMEDICAL DE COLOMBIA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$4.255.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$5.500.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","Intercomercial Medica","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$43.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","CEMINSUMOS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$1.383.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$18.426.060","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","POLYMEDICAL DE COLOMBIA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$75.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$320.000.000","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","HOSPITECNICA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$100.871.140","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ABA CIENTIFICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$249.240","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ABA CIENTIFICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$14.184.484","0","día(s)","0","103","06/24/2025","08/01/2025","08/25/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","CEMINSUMOS SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$2.709.932","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
"CO1.REQ.8460057","SUMINISTRO DE DISPOSITIVOS MÉDICOS; MATERIAL MÉDICO-QUIRÚRGICO. (Presentación de oferta)","SUMINISTRO DE DISPOSITIVOS MÉDICOS, MATERIAL MÉDICO-QUIRÚRGICO, OTROS MATERIALES PARA LA ADECUADA PRESTACIÓN DE LOS SERVICIOS DE SALUD A LOS USUARIOS Y BENEFICIARIOS QUE HACEN PARTE DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL; DE LA UNIDAD PRESTADORA DE SALUD ANTIOQUIA.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8332885","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","901363087","UNIDAD PRESTADORA DE SALUD ANTIOQUIA","ABA CIENTIFICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$2.403.372.560","$15.590.400","0","día(s)","0","103","06/24/2025","08/01/2025","08/26/2025"
